Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2)
2/16/2021 22:00,90.62,173.8,12.65,66.12,77.82,35.3,14.37,1.15,19.07,7.36,7.16,2.34,11.88,22.32,66.98,0.12,202.81,0.0,26.3
2/16/2021 23:00,88.88,167.6,21.9,81.42,103.8,33.58,13.9,1.3,7.7,10.79,9.02,2.54,13.22,21.6,72.46,0.14,207.68,0.0,26.1
2/17/2021 0:00,89.22,164.0,11.52,64.05,75.5,31.62,26.98,0.8,34.04,7.86,8.49,2.44,14.03,22.2,62.14,0.26,261.91,0.0,26.33
2/17/2021 1:00,91.7,162.72,10.28,46.62,56.9,33.2,13.97,0.65,45.71,5.64,7.15,2.12,9.77,21.45,67.1,0.2,230.34,0.0,26.05
2/17/2021 2:00,85.45,154.93,10.3,42.65,52.98,33.71,9.93,0.71,33.06,5.17,5.52,1.59,7.33,21.05,78.62,0.13,190.35,0.0,27.68
2/17/2021 3:00,85.92,149.22,10.15,38.62,48.75,31.42,9.86,0.78,29.28,6.1,5.26,1.18,5.76,21.17,84.54,0.44,257.91,0.0,27.8
2/17/2021 4:00,83.38,151.25,10.48,41.38,51.9,30.01,10.92,0.89,22.48,5.87,4.45,1.07,5.15,20.62,88.96,0.26,308.14,0.0,27.0
2/17/2021 5:00,89.8,172.38,12.0,45.32,57.32,31.06,8.46,0.95,12.22,6.19,4.54,1.21,5.51,19.88,93.61,0.15,259.65,0.0,26.95
2/17/2021 6:00,92.38,172.9,22.83,54.05,76.85,30.49,6.84,1.09,6.78,6.74,5.55,1.59,6.86,19.95,93.48,0.13,235.7,0.0,32.58
2/17/2021 7:00,101.32,182.15,35.47,63.12,98.6,29.02,12.74,1.37,8.57,7.44,6.28,1.89,7.88,21.55,85.47,0.28,302.8,0.0,47.68
2/17/2021 8:00,114.78,213.52,27.58,64.05,88.1,29.48,33.76,1.31,17.31,9.11,7.15,2.34,9.57,21.98,80.48,1.09,332.86,0.0,65.25
2/17/2021 9:00,125.05,243.02,15.32,49.52,65.32,30.9,19.95,1.05,37.03,7.4,6.15,2.42,8.71,22.59,71.44,0.92,260.3,0.0,73.1
2/17/2021 10:00,124.15,240.12,13.95,53.88,67.85,31.93,16.67,1.14,36.43,7.15,5.95,1.5,7.16,23.03,70.19,0.86,351.46,0.0,76.6
2/17/2021 11:00,131.6,249.8,12.58,65.82,78.4,30.95,28.4,1.49,52.16,8.15,8.16,2.07,8.66,25.07,62.34,0.88,351.27,0.0,107.48
2/17/2021 12:00,135.85,272.33,10.27,64.9,75.18,30.62,31.94,1.54,72.56,19.64,11.42,3.56,10.78,26.15,56.95,0.84,265.33,0.0,138.9
2/17/2021 13:00,140.48,285.73,8.5,58.2,66.72,31.97,28.32,1.49,78.46,17.69,11.64,7.2,15.65,26.74,54.2,0.7,338.63,0.0,120.78
2/17/2021 14:00,142.95,277.73,7.6,55.42,62.97,32.84,26.27,1.06,87.55,17.63,11.75,4.22,11.67,27.36,45.99,0.7,187.76,0.0,123.45
2/17/2021 15:00,120.68,246.1,7.28,49.65,56.9,31.75,16.99,0.95,74.64,18.28,12.28,5.21,12.6,25.8,52.38,0.95,258.8,0.0,80.23
2/17/2021 16:00,114.42,245.9,7.35,49.82,57.18,31.72,13.75,1.06,64.8,23.73,12.7,8.26,20.6,23.78,59.66,0.77,335.11,0.0,50.7
2/17/2021 17:00,111.1,241.8,8.15,72.65,81.9,35.21,17.06,1.5,34.5,19.48,11.53,4.7,14.24,23.22,59.88,0.3,336.74,0.0,30.38
2/17/2021 18:00,113.7,248.35,10.1,87.3,94.7,37.2,14.83,1.29,17.33,28.87,20.06,7.87,22.21,22.11,65.67,0.15,226.44,0.0,28.15
2/17/2021 19:00,121.85,247.1,22.58,92.4,114.95,35.66,21.88,1.66,15.66,33.14,28.8,6.07,20.54,22.33,67.21,0.66,339.3,0.0,28.92
2/17/2021 20:00,134.07,268.77,11.68,74.72,86.4,35.58,13.44,1.36,24.48,15.95,19.31,4.42,17.2,21.87,70.95,0.39,336.14,0.0,28.5
2/17/2021 21:00,147.43,271.8,12.32,77.38,89.75,37.47,9.3,1.27,17.32,14.91,11.56,3.31,14.95,20.62,78.19,0.16,189.72,0.0,27.6
2/17/2021 22:00,135.9,642.38,28.17,89.12,114.2,37.39,7.93,1.6,7.03,13.12,11.23,3.13,15.1,19.91,83.54,0.07,220.97,0.0,26.6
2/17/2021 23:00,132.88,303.08,53.8,92.58,146.4,34.3,7.6,1.79,7.0,20.99,16.84,3.96,20.34,19.66,86.12,0.16,192.24,0.0,26.08
2/18/2021 0:00,135.93,222.12,50.88,91.12,142.0,33.51,4.82,1.77,7.2,18.47,17.64,4.13,21.44,19.26,88.39,0.14,231.95,0.0,26.22
2/18/2021 1:00,146.72,247.98,36.25,83.1,119.4,35.24,5.58,1.21,17.15,15.29,17.09,4.51,21.82,20.04,78.32,0.57,355.78,0.0,26.72
2/18/2021 2:00,140.33,196.7,16.5,53.2,69.68,35.2,7.0,0.69,33.93,10.45,18.44,2.96,12.35,19.78,71.68,0.4,180.08,0.0,26.18
2/18/2021 3:00,109.88,136.4,14.88,52.05,66.92,33.22,9.36,0.59,33.55,6.74,14.34,2.01,8.28,19.8,68.22,0.66,343.52,0.0,25.6
2/18/2021 4:00,91.18,119.05,14.58,58.88,73.5,32.67,11.88,0.53,24.46,7.3,6.9,1.66,6.95,19.27,73.05,0.6,332.2,0.0,24.75
2/18/2021 5:00,81.7,115.1,14.58,62.65,77.25,34.54,9.99,0.75,13.15,6.64,6.03,1.59,6.63,18.49,78.6,0.05,219.33,0.0,24.52
2/18/2021 6:00,73.9,112.55,18.23,64.9,83.1,34.64,10.45,0.88,10.2,7.66,6.98,1.8,7.14,18.68,78.84,0.07,254.34,0.0,30.9
2/18/2021 7:00,73.0,125.8,20.8,67.68,88.48,33.42,15.23,1.0,23.86,9.16,8.86,2.1,7.96,20.96,65.51,0.2,95.68,0.0,43.72
2/18/2021 8:00,83.08,156.22,15.0,64.62,79.68,34.34,15.51,0.89,45.96,10.08,8.95,1.95,7.22,23.6,59.42,0.22,144.43,0.0,69.38
2/18/2021 9:00,102.52,235.35,10.4,48.22,58.65,34.9,13.2,0.76,91.26,8.7,9.24,1.66,5.84,25.47,51.51,0.49,135.74,0.0,125.32
2/18/2021 10:00,104.9,218.7,6.85,42.4,49.22,35.25,12.467014925373133,0.7,90.01,7.11,7.6,1.15,4.47,27.08,42.45,0.41,229.86,0.0,76.95
2/18/2021 11:00,97.22,183.92,26.29070707070707,62.47873737373738,88.30954773869348,35.37,13.11,0.58,101.37,6.84,10.15,1.12,4.44,28.48,35.44,0.33,197.1,0.0,91.72
2/18/2021 12:00,82.32,162.65,5.85,37.48,43.32,43.25,10.4,0.6,117.4,21.07,13.92,2.62,6.95,29.58,30.63,0.58,335.93,0.0,231.92
2/18/2021 13:00,79.9,156.5,5.65,32.35,38.03,38.75,13.34,0.51,145.25,10.04,7.78,3.23,7.74,29.96,30.15,0.5,332.73,0.0,206.8
2/18/2021 14:00,96.17623711340207,168.28864583333333,5.43,28.72,34.12,35.68,12.75,0.61,150.14,8.7,6.63,3.23,6.95,30.05,31.17,0.4,335.55,0.0,146.62
2/18/2021 15:00,51.8,112.05,5.32,29.08,34.4,35.0,14.32,0.61,141.05,8.94,5.66,2.39,6.29,29.43,32.35,0.33,334.42,0.0,84.58
2/18/2021 16:00,77.78,168.75,5.45,42.42,47.85,39.12,12.15,0.76,99.22,9.07,6.76,2.55,7.17,28.15,36.8,0.1,227.73,0.0,48.6
2/18/2021 17:00,84.7,173.9,5.7,73.78,79.47,40.95,10.34,1.05,48.12,19.56,21.04,9.06,24.5,25.65,44.35,0.13,246.36,0.0,28.9
2/18/2021 18:00,91.1,185.4,20.25,118.15,138.38,39.28,14.05,1.78,10.44,20.8,28.84,10.73,29.93,23.66,51.83,0.09,240.66,0.0,27.35
2/18/2021 19:00,117.02,224.85,130.1,119.08,249.15,33.16,16.03,3.15,8.28,45.34,54.88,13.29,37.73,22.97,55.52,0.09,243.04,0.0,26.48
2/18/2021 20:00,140.8,273.12,176.12,104.85,280.98,32.59,14.18,3.55,8.31,62.71,65.76,26.6,81.24,22.43,58.31,0.09,191.3,0.0,25.1
2/18/2021 21:00,146.8,290.6,226.15,95.4,321.55,34.48,13.43,4.45,8.33,74.42,78.15,26.19,94.3,21.85,63.66,0.06,223.13,0.0,25.08
2/18/2021 22:00,151.52,298.5,258.1,78.18,336.28,34.22,13.62,4.35,6.99,100.26,98.22,28.7,108.62,21.28,70.24,0.06,219.06,0.0,25.1
2/18/2021 23:00,163.0,313.25,269.95,71.2,341.15,32.36,12.5,4.11,6.52,94.2,90.98,23.12,94.15,21.14,72.18,0.11,209.08,0.0,25.1
2/19/2021 0:00,171.6,330.3,271.65,62.82,334.52,32.01,10.92,3.13,7.01,51.56,57.56,17.73,75.31,20.94,73.09,0.11,255.5,0.0,24.72
2/19/2021 1:00,178.42,348.42,305.33,60.0,365.32,33.28,13.35,3.5,7.36,36.38,48.92,16.08,62.58,21.18,72.95,0.11,267.56,0.0,25.52
2/19/2021 2:00,190.3,375.5,265.55,58.35,319.4,33.9,13.9,2.82,7.27,34.99,54.39,18.12,62.34,21.24,73.53,0.14,246.5,0.0,25.3
2/19/2021 3:00,200.85,386.95,163.1,69.32,232.42,34.42,12.3,1.83,5.94,28.84,48.4,15.12,49.04,21.19,70.65,0.11,149.78,0.0,25.5
2/19/2021 4:00,188.35,344.02,73.62,66.35,139.98,35.73,11.05,0.89,8.28,20.34,31.37,8.93,30.94,20.88,68.49,0.17,195.28,0.0,25.33
2/19/2021 5:00,158.62,280.15,55.78,61.0,116.8,35.66,9.34,0.68,11.33,13.27,18.08,4.93,18.43,21.14,66.87,0.13,309.03,0.0,25.52
2/19/2021 6:00,133.05,243.9,48.03,61.38,109.4,35.0,9.93,0.7,20.07,12.22,14.9,3.76,14.38,21.69,64.32,0.43,91.24,0.0,30.9
2/19/2021 7:00,120.32,225.32,39.12,53.28,92.38,33.48,10.11,0.59,36.1,8.91,8.38,2.44,10.05,22.46,63.02,0.24,274.46,0.0,47.03
2/19/2021 8:00,108.05,203.32,32.15,50.35,82.48,33.52,10.02,0.52,45.06,7.36,6.41,1.81,7.64,24.13,58.28,0.19,210.6,0.0,64.68
2/19/2021 9:00,92.8,184.88,25.55,52.2,77.73,34.48,9.99,0.52,54.3,7.2,6.61,1.73,7.22,25.78,52.35,0.43,183.83,0.0,111.9
2/19/2021 10:00,88.2,174.3,17.75,52.65,70.35,34.79,12.07,0.5,72.46,8.16,10.1,1.72,6.9,26.83,48.06,0.22,126.07,0.0,97.88
2/19/2021 11:00,93.5,178.3,13.08,54.55,67.62,32.37,12.13,0.46,85.65,10.23,12.5,7.75,18.08,28.15,40.29,0.49,235.97,0.0,114.38
2/19/2021 12:00,87.55,177.5,10.2,48.45,58.62,33.29,8.95,0.67,95.01,8.52,9.95,5.31,15.02,28.82,35.68,0.72,181.77,0.0,177.28
2/19/2021 13:00,78.35,161.1,7.9,41.58,49.48,37.58,6.22,0.45,100.6,7.91,10.99,3.16,10.72,29.6,27.28,0.32,223.78,0.0,166.1
2/19/2021 14:00,71.78,143.4,6.58,39.4,46.0,38.67,8.9,0.43,102.14,9.44,9.03,2.2,8.72,29.75,27.53,0.6,264.68,0.0,160.88
2/19/2021 15:00,65.75,136.25,6.55,42.7,49.28,36.35,10.56,0.46,95.47,17.63,10.64,7.28,15.95,29.2,27.46,0.62,4.98,0.0,101.08
2/19/2021 16:00,61.38,133.2,6.68,47.25,53.92,39.01,9.28,0.54,90.81,12.41,11.8,18.3,31.84,28.08,32.69,0.54,179.72,0.0,52.78
2/19/2021 17:00,62.95,136.07,7.25,75.0,82.28,42.62,16.83,1.07,48.79,18.43,15.08,5.99,15.38,26.79,44.98,0.5,350.06,0.0,29.05
2/19/2021 18:00,73.68,161.75,8.22,82.45,90.68,40.47,19.18,1.17,33.5,20.74,17.28,6.1,20.24,25.83,51.6,0.56,6.08,0.0,27.35
2/19/2021 19:00,86.28,190.5,8.4,77.22,85.6,37.23,14.48,1.25,30.63,15.06,18.16,4.67,18.5,24.98,55.98,0.36,85.89,0.0,27.3
2/19/2021 20:00,93.72,201.35,21.17,101.0,119.02,38.05,13.66,1.89,8.58,13.86,22.7,4.91,20.15,24.27,58.11,0.16,330.41,0.0,27.4
2/19/2021 21:00,101.45,213.18,22.18,100.15,124.62,37.93,10.36,2.01,8.31,19.9,28.17,6.27,24.47,22.8,65.73,0.08,227.18,0.0,26.42
2/19/2021 22:00,106.05,220.4,44.12,94.65,138.75,35.74,11.78,2.05,6.6,20.3,27.5,6.65,26.74,22.92,65.72,0.05,181.29,0.0,25.35
2/19/2021 23:00,112.55,233.75,76.72,92.92,169.65,33.06,20.03,1.73,6.9,26.12,27.16,6.56,27.88,23.35,63.14,0.26,319.18,0.0,25.92
2/20/2021 0:00,119.82,245.52,49.28,93.85,143.12,34.64,19.1,1.1,5.8,15.11,17.74,5.13,20.93,23.48,62.54,0.38,329.37,0.0,26.12
2/20/2021 1:00,120.82,243.77,26.22,87.68,113.88,35.75,15.63,0.9,7.27,11.21,12.3,4.0,15.08,22.94,64.84,0.26,307.02,0.0,25.05
2/20/2021 2:00,117.88,229.92,20.8,68.72,89.52,35.06,15.82,0.8,13.49,10.02,9.88,3.18,12.24,22.52,68.31,0.69,341.7,0.0,25.33
2/20/2021 3:00,112.75,223.6,18.15,60.98,79.15,33.37,16.28,0.73,18.33,7.47,6.57,2.16,8.68,22.4,66.14,0.7,179.05,0.0,25.5
2/20/2021 4:00,109.85,218.9,15.68,55.22,70.92,33.93,17.97,0.62,23.95,7.32,6.63,1.89,7.58,22.14,62.48,0.18,294.86,0.0,24.95
2/20/2021 5:00,104.1,193.62,14.02,45.82,59.85,36.89,14.18,0.57,33.59,6.69,6.14,1.5,6.04,22.06,60.78,0.3,75.64,0.0,25.05
2/20/2021 6:00,103.0,175.35,12.92,45.12,58.05,37.24,9.14,0.66,37.95,6.58,6.23,1.44,5.62,21.83,60.37,0.33,321.14,0.0,28.17
2/20/2021 7:00,104.85,172.98,12.1,48.25,60.78,36.98,8.96,0.76,42.37,6.51,5.34,1.28,5.24,22.14,58.59,0.34,165.82,0.0,38.38
2/20/2021 8:00,100.42,168.12,11.05,47.68,58.72,39.84,10.34,0.73,49.76,8.16,8.64,1.77,6.01,22.43,58.98,0.22,231.65,0.0,39.95
2/20/2021 9:00,95.78,168.35,10.52,50.2,60.7,42.33,10.71,0.82,53.27,7.58,6.92,1.61,6.63,22.93,58.27,0.61,351.46,0.0,53.0
2/20/2021 10:00,96.1,177.82,9.57,51.55,61.35,40.3,8.08,0.85,56.91,9.86,8.56,1.81,7.3,23.58,54.56,0.34,181.34,0.0,62.42
2/20/2021 11:00,103.05,189.8,9.68,57.38,67.07,39.0,9.45,0.96,53.62,15.88,13.86,2.64,9.87,24.08,53.79,0.45,305.34,0.0,70.95
2/20/2021 12:00,106.45,196.4,11.42,62.78,74.22,40.43,14.87,0.98,58.14,14.64,12.51,3.01,10.75,24.96,48.6,0.44,166.88,0.0,82.35
2/20/2021 13:00,273.02,478.75,10.58,60.95,71.48,45.56,13.32,1.36,59.49,26.33,17.25,3.62,11.46,26.14,42.96,0.43,350.89,0.0,123.48
2/20/2021 14:00,224.73,403.18,7.28,46.15,53.42,40.7,7.68,0.76,82.25,27.85,12.89,5.27,15.3,26.96,33.67,0.66,181.74,0.0,100.82
2/20/2021 15:00,121.05,230.18,6.72,50.9,57.62,39.22,11.79,0.72,81.4,33.13,18.62,5.45,16.64,26.66,33.67,0.38,174.92,0.0,63.92
2/20/2021 16:00,133.07,236.72,6.88,57.85,64.72,42.06,14.81,0.98,65.44,13.88,14.54,5.96,21.64,26.25,39.07,0.12,156.17,0.0,49.9
2/20/2021 17:00,119.92,273.6,7.75,82.78,90.52,42.53,11.94,1.4,26.81,17.95,16.22,6.95,21.36,24.23,49.08,0.06,215.26,0.0,30.48
2/20/2021 18:00,169.52,319.7,27.12,104.82,131.93,39.9,10.24,1.64,9.48,20.38,17.66,7.18,21.96,22.75,56.67,0.14,189.44,0.0,27.33
2/20/2021 19:00,185.95,322.1,14.08,92.45,106.58,40.2,7.34,1.72,15.9,17.12,15.4,5.13,19.69,22.66,60.77,0.08,224.29,0.0,26.8
2/20/2021 20:00,176.18,305.08,16.48,93.85,110.32,41.6,6.8,1.95,8.93,17.66,14.17,6.51,20.64,21.85,68.28,0.13,190.63,0.0,26.52
2/20/2021 21:00,147.95,264.23,23.32,94.0,118.42,41.25,5.97,1.86,7.27,13.58,12.7,5.95,18.47,21.46,72.35,0.11,232.36,0.0,26.35
2/20/2021 22:00,129.75,224.0,21.98,92.5,114.5,39.33,8.54,1.76,6.8,13.26,13.26,5.3,19.33,20.67,76.69,0.1,204.2,0.0,26.3
2/20/2021 23:00,142.52,239.82,20.2,90.9,115.58,38.14,8.59,1.67,6.05,13.41,14.78,5.76,21.1,20.32,77.22,0.1,258.87,0.0,26.25
2/21/2021 0:00,153.2,266.27,56.38,96.28,152.65,36.52,9.37,1.54,5.84,12.62,14.15,4.9,18.34,20.1,77.64,0.09,297.19,0.0,26.42
2/21/2021 1:00,162.55,273.92,68.28,88.65,156.93,36.81,13.01,1.52,5.9,12.47,14.9,7.27,19.74,19.36,80.69,0.12,207.84,0.0,26.25
2/21/2021 2:00,154.1,281.7,57.4,86.18,143.57,36.44,28.22,1.12,8.97,12.96,18.55,8.39,21.44,20.58,65.3,0.41,90.8,0.0,27.2
2/21/2021 3:00,121.58,254.0,20.38,62.08,82.4,36.62,15.57,0.6,26.56,9.44,19.36,4.5,14.61,20.32,57.57,0.29,263.84,0.0,26.45
2/21/2021 4:00,101.65,188.38,18.25,63.38,81.6,37.64,12.6,0.57,17.93,7.47,19.66,3.03,10.68,19.2,63.7,0.25,272.14,0.0,26.15
2/21/2021 5:00,82.88,151.62,25.28,75.78,101.02,38.84,10.28,0.59,8.74,7.26,17.16,3.38,10.77,18.91,64.76,0.18,219.68,0.0,26.55
2/21/2021 6:00,82.85,148.22,22.72,68.53,91.22,38.13,16.24,0.8,11.88,6.74,14.37,3.24,10.41,19.61,60.6,0.37,270.07,0.0,32.48
2/21/2021 7:00,105.35,182.52,34.42,76.88,108.12,38.62,26.84,1.09,13.7,6.93,10.82,2.09,8.25,21.49,55.27,0.41,259.17,0.0,44.22
2/21/2021 8:00,113.85,216.52,22.68,71.25,96.55,40.06,35.11,0.82,36.16,9.28,8.96,2.19,8.52,23.93,43.55,0.47,13.56,0.0,70.8
2/21/2021 9:00,112.82,213.35,15.92,61.8,77.7,38.92,20.8,0.77,58.66,6.55,7.0,1.87,6.98,25.83,39.3,0.34,167.54,0.0,108.95
2/21/2021 10:00,97.9,201.05,10.42,47.1,57.53,36.83,14.18,0.59,96.51,5.89,6.78,1.67,5.72,27.28,35.26,0.59,94.08,0.0,78.53
2/21/2021 11:00,88.95,185.8,8.07,43.85,51.92,35.74,16.51,0.54,115.11,6.66,8.07,1.98,6.09,28.24,31.61,0.79,181.61,0.0,92.82
2/21/2021 12:00,83.45,163.35,6.45,40.33,47.05,37.39,16.05,0.48,121.02,6.07,8.57,1.71,5.24,28.98,28.43,0.64,92.22,0.0,218.23
2/21/2021 13:00,74.08,153.85,5.72,34.67,40.95,37.76,13.97,0.44,124.26,6.69,6.69,1.66,5.48,29.16,27.92,0.72,177.61,0.0,199.18
2/21/2021 14:00,67.78,141.57,5.85,34.18,40.02,36.53,15.58,0.44,123.77,5.18,5.28,1.77,5.52,29.28,28.28,0.54,176.01,0.0,153.3
2/21/2021 15:00,67.8,138.62,5.95,37.7,43.62,37.15,17.35,0.47,116.32,5.29,5.78,2.68,6.2,28.96,29.76,0.39,269.1,0.0,99.2
2/21/2021 16:00,67.05,139.75,6.15,42.95,49.1,39.84,14.04,0.49,91.94,9.34,7.47,5.36,10.66,27.88,31.91,0.29,317.78,0.0,52.42
2/21/2021 17:00,68.28,139.07,6.18,49.38,54.75,39.8,12.42,0.5,61.18,8.36,6.11,5.1,10.03,24.86,40.75,0.1,203.26,0.0,29.95
2/21/2021 18:00,74.47,148.12,7.95,84.28,92.3,37.24,10.14,0.78,25.23,6.34,8.09,5.23,11.29,23.05,48.07,0.09,200.54,0.0,27.05
2/21/2021 19:00,83.8,163.52,53.32,112.25,166.6,36.14,10.17,1.87,7.97,7.25,9.15,2.98,12.83,22.16,53.75,0.07,293.79,0.0,26.9
2/21/2021 20:00,109.75,203.05,122.05,108.48,231.92,38.14,12.18,2.33,6.98,24.16,14.06,5.33,21.55,22.05,56.59,0.18,179.24,0.0,26.98
2/21/2021 21:00,123.58,234.32,175.4,104.3,279.7,37.2,11.6,2.67,6.74,13.07,16.34,6.49,27.94,21.74,59.46,0.11,195.75,0.0,27.1
2/21/2021 22:00,122.55,242.9,156.9,97.42,254.35,36.11,8.88,2.69,6.01,12.76,18.04,5.75,30.16,21.17,65.24,0.1,189.93,0.0,27.1
2/21/2021 23:00,128.3,249.1,150.2,95.48,238.77,35.23,7.77,2.59,5.95,13.23,19.01,6.4,32.23,20.57,69.97,0.12,199.75,0.0,27.12
2/22/2021 0:00,135.3,254.95,103.2,95.68,198.85,37.66,9.42,1.8,5.76,12.55,18.48,5.62,31.35,20.59,69.01,0.09,115.99,0.0,27.25
2/22/2021 1:00,132.95,238.6,55.6,92.62,148.22,37.93,10.0,1.24,10.63,11.24,14.56,4.66,25.13,20.68,66.91,0.19,282.06,0.0,27.32
2/22/2021 2:00,125.7,224.6,32.92,82.7,115.6,36.46,15.46,0.99,19.87,8.86,10.12,3.2,15.87,20.96,64.92,0.38,336.56,0.0,27.35
2/22/2021 3:00,120.38,222.75,27.45,78.75,106.22,35.09,24.27,0.91,26.95,8.5,10.1,3.59,13.09,21.07,64.03,0.36,355.49,0.0,27.28
2/22/2021 4:00,120.32,219.18,22.95,70.95,93.9,35.38,18.49,0.78,30.15,8.27,12.24,2.94,11.41,20.67,64.33,0.27,317.3,0.0,26.82
2/22/2021 5:00,120.38,215.18,23.75,78.6,102.32,34.94,14.85,0.89,11.05,8.77,11.53,2.74,11.0,19.74,67.92,0.08,174.32,0.0,26.9
2/22/2021 6:00,122.48,214.85,30.95,81.35,112.52,33.63,13.28,1.05,7.35,8.45,10.92,2.99,11.32,19.99,67.9,0.17,202.64,0.0,32.83
2/22/2021 7:00,129.48,215.55,32.4,81.38,113.78,34.57,17.87,1.06,14.05,8.88,10.82,2.97,11.04,22.22,59.36,0.16,155.96,0.0,44.42
2/22/2021 8:00,128.2,218.9,18.25,61.58,79.78,35.85,17.55,0.7,51.88,8.12,9.56,2.86,10.52,24.84,47.16,0.27,179.01,0.0,64.38
2/22/2021 9:00,113.52,209.25,12.88,48.45,61.32,35.34,15.69,0.53,91.0,5.35,7.78,1.62,6.7,26.53,37.73,0.29,156.37,0.0,103.85
2/22/2021 10:00,100.32,188.25,8.5,43.8,52.3,33.46,14.65,0.48,113.33,4.78,5.01,1.1,4.8,27.45,34.96,0.55,162.18,0.0,76.68
2/22/2021 11:00,93.95,177.12,6.5,45.03,51.5,33.77,15.31,0.47,121.58,5.26,4.58,1.03,4.14,28.77,33.6,0.41,176.9,0.0,90.82
2/22/2021 12:00,102.05055555555555,190.52086294416245,5.48,40.1,45.55,34.5,7.64,0.28,105.62,7.5,7.5,1.75,6.28,29.86,31.01,0.44,313.35,0.0,209.28
2/22/2021 13:00,91.7,179.3,31.399191919191917,60.86464646464647,91.7464824120603,35.38402010050251,16.11,0.69,154.56,12.82,8.4,3.16,9.44,30.33,29.72,0.56,334.55,0.0,196.02
2/22/2021 14:00,90.65,181.52,31.50720812182741,61.02142131979696,92.0069696969697,35.4010101010101,20.65,0.7,156.03,12.82,8.62,2.9,8.14,30.12,30.2,0.58,188.92,0.0,146.07
2/22/2021 15:00,86.68,185.58,31.61551020408163,61.17857142857143,92.26832487309645,35.42751269035533,23.04,0.72,143.62,14.56,7.55,2.76,7.63,29.6,32.65,0.59,172.32,0.0,97.65
2/22/2021 16:00,83.75,180.7,31.722256410256406,61.30538461538462,92.49816326530612,35.45520408163265,20.72,0.86,119.41,30.22,12.3,3.62,9.78,28.76,34.59,0.41,256.38,0.0,54.18
2/22/2021 17:00,90.38,184.02,31.82556701030928,61.42886597938145,92.71774358974359,35.478051282051275,24.7,0.98,91.67,19.03,13.43,4.98,14.6,27.22,38.01,0.31,179.97,0.0,30.72
2/22/2021 18:00,96.42,201.58,31.921554404145077,61.538082901554404,92.91912371134022,35.50046391752577,21.42,1.41,32.24,25.83,31.47,11.88,33.33,25.34,43.95,0.12,261.44,0.0,27.05
2/22/2021 19:00,104.25,213.45,32.008125,61.61734375,93.08129533678756,35.52896373056994,18.23,1.89,10.79,28.65,43.24,13.44,42.72,24.02,50.28,0.18,166.46,0.0,25.9
2/22/2021 20:00,112.35,231.1,32.10408376963351,61.67617801047121,93.2315625,35.55260416666666,17.17,2.45,7.84,52.58,46.02,8.44,33.99,23.1,53.76,0.26,161.47,0.0,25.4
2/22/2021 21:00,135.3,272.73,32.216631578947364,61.72684210526316,93.3909947643979,35.56890052356021,13.13,2.02,9.14,35.92,49.46,10.82,41.02,22.82,59.6,0.16,199.0,0.0,25.15
2/22/2021 22:00,149.38,286.3,32.346455026455025,61.79153439153439,93.58147368421052,35.576842105263154,9.54,1.69,10.27,18.63,25.54,7.05,28.1,21.48,66.27,0.13,198.14,0.0,25.35
2/22/2021 23:00,135.75,265.4,32.484468085106386,61.86914893617022,93.79301587301588,35.59354497354497,9.46,1.3,15.68,14.09,16.16,4.78,22.32,21.13,66.8,0.12,188.45,0.0,25.48
2/23/2021 0:00,116.98,210.0,32.62716577540107,61.96951871657755,94.03170212765957,35.61090425531915,11.5,0.9,9.65,9.45,10.88,3.1,14.56,20.7,71.73,0.1,175.56,0.0,25.4
2/23/2021 1:00,95.68,177.3,32.77193548387097,62.10026881720431,94.30272727272728,35.61213903743315,11.98,0.73,16.2,7.07,8.22,2.33,10.88,20.69,72.33,0.07,213.61,0.0,25.65
2/23/2021 2:00,87.18,165.92,32.91718918918919,62.24691891891892,94.5884946236559,35.60693548387096,11.55,0.62,31.65,6.6,7.41,2.84,10.4,21.06,75.18,0.34,337.4,0.0,25.8
2/23/2021 3:00,88.0,143.95,33.06293478260869,62.37554347826087,94.85827027027027,35.61394594594594,19.33,0.72,15.64,5.93,6.59,3.62,9.8,21.02,79.17,0.45,323.36,0.0,25.28
2/23/2021 4:00,93.7,143.7,33.20699453551913,62.45355191256831,95.07586956521739,35.6129347826087,12.68,0.73,11.34,6.9,9.02,5.28,12.18,19.81,86.28,0.16,233.68,0.0,24.62
2/23/2021 5:00,103.4691,159.22,33.33642857142857,62.38983516483517,95.13803278688523,35.577322404371586,9.43,0.73,13.81,7.11,12.03,3.92,10.61,19.19,88.93,0.15,188.84,0.0,26.65
2/23/2021 6:00,103.5194472361809,169.18,33.473370165745855,62.441436464088405,95.30296703296703,35.54840659340659,12.33,1.05,7.86,8.58,13.72,3.06,9.84,20.08,83.02,0.16,180.07,0.0,31.42
2/23/2021 7:00,103.59494949494949,180.85,33.613499999999995,62.54433333333334,95.5432044198895,35.54204419889503,22.12,1.08,19.53,10.6,13.39,3.47,11.34,22.22,70.09,0.32,170.05,0.0,41.68
