Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2)
2/10/2021 10:00,138.68,244.77,43.75,105.32,149.1,39.82,14.73,0.52,109.01,11.52,18.24,3.9,14.76,25.1,36.83,0.34,151.76,0.0,71.12
2/10/2021 11:00,98.82,191.9,28.55,73.05,101.58,39.48,11.76,0.19,135.49,11.6,17.93,3.96,18.32,26.33,30.58,0.48,174.2,0.0,86.42
2/10/2021 12:00,74.55,172.52,17.25,65.53,82.75,37.65,13.46,0.52,158.17,8.63,10.34,2.96,11.04,26.76,30.49,0.42,161.97,0.0,205.62
2/10/2021 13:00,80.15,203.5,11.15,54.55,64.9,37.61,16.17,0.42,169.97,7.78,9.04,2.43,9.24,27.48,29.48,0.52,153.24,0.0,211.48
2/10/2021 14:00,74.68,201.15,8.15,48.4,56.58,40.39,18.28,0.4,173.74,8.78,6.37,1.64,5.67,27.65,30.32,0.38,178.68,0.0,148.15
2/10/2021 15:00,79.55,156.28,6.78,42.32,49.1,40.86,18.85,0.36,163.48,6.91,5.63,1.5,5.11,27.44,30.81,0.19,216.46,0.0,90.15
2/10/2021 16:00,69.12,130.52,6.57,45.68,52.22,39.18,16.57,0.43,114.2,8.55,6.8,1.87,6.56,25.92,36.63,0.14,212.71,0.0,45.32
2/10/2021 17:00,80.1,162.95,7.12,68.85,75.97,37.56,18.96,0.64,75.76,21.68,20.84,2.75,11.18,23.63,45.3,0.21,163.67,0.0,26.22
2/10/2021 18:00,77.2,215.32,8.95,97.95,106.9,40.01,14.28,1.2,35.9,29.48,22.68,5.74,25.8,21.62,54.86,0.12,172.26,0.0,25.12
2/10/2021 19:00,104.85,213.98,49.28,144.2,193.45,40.3,12.59,2.03,9.24,23.57,27.64,7.92,32.19,20.62,59.89,0.11,199.08,0.0,24.25
2/10/2021 20:00,118.62,237.2,35.53,127.63,163.07,39.33,14.54,1.43,19.44,20.2,20.81,5.73,26.81,20.78,55.53,0.16,131.88,0.0,24.42
2/10/2021 21:00,118.3,230.52,15.9,104.3,120.2,36.21,15.59,1.33,20.34,12.13,14.33,4.02,18.97,19.47,59.04,0.1,231.45,0.0,24.02
2/10/2021 22:00,109.12,207.85,15.35,91.8,107.4,36.83,16.73,1.03,27.91,10.7,12.62,3.76,17.3,18.86,61.58,0.12,192.0,0.0,24.33
2/10/2021 23:00,101.5,179.5,16.75,98.8,115.55,37.29,16.48,1.03,17.72,8.13,10.44,3.1,15.58,18.5,64.02,0.2,180.25,0.0,25.2
2/11/2021 0:00,89.98,176.8,24.78,100.75,125.55,35.37,14.12,1.02,7.88,8.42,11.59,3.28,17.49,17.91,70.78,0.15,216.47,0.0,25.45
2/11/2021 1:00,86.2,168.23,16.9,88.25,105.18,33.46,12.54,0.9,15.68,8.18,10.56,2.86,15.88,17.54,74.13,0.11,151.96,0.0,25.72
2/11/2021 2:00,88.45,155.05,14.65,66.5,81.15,33.86,9.48,0.69,28.2,7.98,9.38,2.49,13.15,17.19,78.15,0.08,233.3,0.0,25.83
2/11/2021 3:00,84.22,145.93,13.05,55.2,68.25,34.28,7.82,0.62,34.15,6.74,7.8,2.03,10.22,16.83,84.47,0.1,224.76,0.0,25.88
2/11/2021 4:00,84.48,138.68,12.25,51.42,63.65,33.61,6.86,0.6,29.6,6.28,6.8,1.72,8.23,16.71,90.87,0.08,208.48,0.0,25.88
2/11/2021 5:00,83.22,137.75,12.12,62.3,74.38,32.6,9.86,0.76,24.39,6.12,6.41,1.6,7.42,17.52,93.67,0.24,293.09,0.0,26.82
2/11/2021 6:00,87.82,134.25,11.0,56.38,67.38,33.83,10.28,0.71,38.33,7.43,7.82,2.18,8.43,17.79,98.26,0.26,260.62,0.0,30.08
2/11/2021 7:00,89.6,141.95,10.98,56.05,67.03,34.3,9.46,0.66,35.87,5.3,5.83,1.5,5.97,18.29,98.71,0.29,198.17,0.0,43.92
2/11/2021 8:00,89.1,145.95,13.8,68.95,82.1,33.72,17.76,0.84,34.28,5.28,6.02,1.51,5.69,20.99,87.12,0.23,202.54,0.0,71.42
2/11/2021 9:00,96.32,159.45,12.02,68.18,80.15,32.86,16.95,0.79,50.76,6.3,7.25,1.7,6.46,22.81,77.69,0.52,162.77,0.0,113.55
2/11/2021 10:00,100.12,166.22,9.52,54.8,64.32,32.93,11.31,0.66,71.36,5.6,6.58,1.59,5.85,24.35,69.61,0.61,158.72,0.0,75.7
2/11/2021 11:00,120.82532338308458,220.078,6.85,45.45,52.32,33.8,14.827118644067797,0.6,49.96,5.23,5.9,1.34,4.95,26.05,59.16,0.59,191.7,0.0,85.3
2/11/2021 12:00,120.35844999999999,219.88718390804598,65.21839195979899,81.3928,143.83585858585857,32.27301507537688,18.36,0.54,69.29,5.24,7.7,1.47,5.19,27.62,47.58,0.42,221.48,0.0,240.27
2/11/2021 13:00,62.2,115.7,6.48,20.9,27.3,39.19,22.51,0.5,109.25,4.89,7.07,1.95,6.28,28.56,39.48,0.5,262.68,0.0,206.55
2/11/2021 14:00,60.1,121.22,5.95,36.58,42.5,41.53,16.46,0.54,132.66,7.86,5.47,2.54,5.89,28.91,33.96,0.52,313.48,0.0,165.08
2/11/2021 15:00,60.68,123.98,6.32,37.83,44.15,41.19,9.7,0.43,115.62,18.84,9.04,5.23,10.62,28.81,25.14,0.73,334.35,0.0,107.78
2/11/2021 16:00,54.9,117.78,6.75,50.7,57.48,41.16,11.86,0.6,96.52,28.65,12.48,7.9,17.94,27.4,27.29,0.53,325.19,0.0,54.32
2/11/2021 17:00,55.02,131.38,8.48,85.58,94.05,40.94,13.83,1.08,42.64,34.77,18.1,12.5,30.51,24.12,37.49,0.1,250.86,0.0,28.92
2/11/2021 18:00,62.82,151.6,19.38,130.43,150.18,44.98,21.0,1.78,8.73,26.62,23.17,12.2,31.98,23.44,41.94,0.14,289.7,0.0,28.68
2/11/2021 19:00,84.2,197.25,48.4,148.6,197.02,45.38,24.49,2.64,7.56,33.35,34.57,11.65,36.41,21.75,47.75,0.05,194.94,0.0,27.78
2/11/2021 20:00,145.7,284.3,73.8,136.2,209.88,39.76,19.91,2.53,6.67,40.51,36.98,11.06,36.63,21.04,52.83,0.19,176.12,0.0,26.6
2/11/2021 21:00,141.38,286.55,51.58,105.18,156.68,38.56,12.06,1.61,16.46,52.96,42.02,8.73,36.36,20.86,68.94,0.09,105.18,0.0,26.15
2/11/2021 22:00,127.52,240.5,18.4,64.08,82.48,40.22,6.41,0.92,32.2,13.86,14.74,4.07,19.05,20.02,84.07,0.04,206.5,0.0,26.12
2/11/2021 23:00,110.62,174.4,17.35,55.2,72.92,39.11,6.66,0.8,25.1,7.7,8.2,2.28,11.12,19.28,91.3,0.08,218.04,0.0,25.95
2/12/2021 0:00,82.2,126.22,15.98,60.25,76.25,36.57,9.48,0.61,26.34,13.8,8.05,2.09,10.53,19.94,92.02,0.37,329.43,0.0,26.5
2/12/2021 1:00,73.6,115.7,14.7,57.97,72.72,33.69,8.71,0.61,23.76,7.1,5.74,1.6,7.76,19.66,98.05,0.4,330.02,0.0,25.98
2/12/2021 2:00,76.45,101.82,14.35,59.02,73.35,34.48,6.36,0.56,20.68,6.38,5.58,1.59,6.99,19.61,98.75,0.55,330.8,0.0,26.08
2/12/2021 3:00,67.97,99.8,13.55,55.58,69.12,34.37,5.75,0.51,22.18,7.21,5.26,1.9,6.94,19.54,98.78,0.51,323.42,0.0,26.02
2/12/2021 4:00,63.6,92.8,13.9,56.55,70.45,32.5,10.57,0.6,21.14,8.08,7.24,2.63,7.62,19.04,98.78,0.43,331.81,0.0,25.82
2/12/2021 5:00,75.28,105.07,13.78,45.32,59.1,31.74,8.35,0.6,19.89,6.34,13.01,1.91,7.24,18.3,98.8,0.2,287.77,0.0,25.92
2/12/2021 6:00,78.7,103.12,15.22,47.95,63.12,32.55,4.57,0.72,9.59,5.85,12.6,1.53,6.0,17.99,98.81,0.16,188.62,0.0,31.78
2/12/2021 7:00,79.22,104.12,17.45,60.8,78.25,33.21,5.29,0.91,13.48,6.23,10.59,1.56,6.16,20.31,92.66,0.14,189.7,0.0,44.1
2/12/2021 8:00,83.7,120.12,17.35,83.65,101.02,32.18,23.11,1.1,34.28,11.56,13.63,1.83,7.78,22.95,72.02,0.26,25.28,0.0,69.93
2/12/2021 9:00,95.8,160.45,12.73,64.05,76.75,32.52,20.83,0.82,63.0,10.38,9.02,1.92,7.43,24.63,59.42,0.2,210.55,0.0,110.78
2/12/2021 10:00,99.5,155.1,9.55,52.35,61.9,34.22,19.62,0.73,104.2,8.76,7.89,1.48,5.92,26.62,43.55,0.46,181.0,0.0,82.28
2/12/2021 11:00,99.9,148.75,7.52,47.7,55.25,36.7,22.38,0.67,128.3,12.17,10.25,1.85,7.38,28.0,35.0,0.52,340.47,0.0,91.62
2/12/2021 12:00,96.7,160.5,6.6,48.3,55.3,35.8,25.33,0.69,137.68,16.19,12.22,6.79,13.44,28.69,32.04,0.31,175.54,0.0,198.42
2/12/2021 13:00,99.52,164.52,6.25,44.35,50.35,36.34,18.76,0.6,138.33,8.58,8.18,2.99,7.48,28.7,30.48,0.42,270.96,0.0,181.92
2/12/2021 14:00,97.5,156.93,6.32,40.7,47.05,41.69,11.08,0.49,130.17,6.99,6.46,1.72,5.37,28.92,24.97,0.58,181.09,0.0,164.73
2/12/2021 15:00,77.68,125.98,6.35,43.6,49.92,43.48,8.25,0.47,120.48,16.2,8.29,2.01,6.79,28.23,26.36,0.54,262.25,0.0,91.65
2/12/2021 16:00,70.0,117.68,6.6,47.4,57.58,40.45,13.3,0.63,110.92,49.4,20.63,9.16,17.69,27.49,28.48,0.46,352.93,0.0,50.15
2/12/2021 17:00,73.95,119.45,7.05,66.35,75.0,39.69,13.16,0.81,65.19,28.48,15.27,13.29,26.2,24.94,33.4,0.15,277.61,0.0,28.85
2/12/2021 18:00,75.23,125.98,22.05,109.2,131.25,42.08,9.75,1.45,15.32,78.29,23.2,22.06,44.08,22.7,41.84,0.17,159.21,0.0,27.62
2/12/2021 19:00,80.32,143.28,65.15,128.43,193.62,41.17,9.48,2.21,8.04,50.11,38.09,11.29,35.37,21.96,44.86,0.13,168.81,0.0,28.15
2/12/2021 20:00,121.4,186.68,118.7,119.72,238.4,35.86,11.05,2.46,7.25,42.78,42.42,8.9,37.08,21.3,50.52,0.15,195.3,0.0,25.95
2/12/2021 21:00,132.1,196.38,53.4,114.2,167.62,36.23,9.44,1.78,8.02,30.37,34.64,9.44,39.08,21.58,48.16,0.28,193.5,0.0,26.12
2/12/2021 22:00,132.35,196.3,31.2,103.65,132.9,39.43,8.02,1.51,9.94,20.46,21.06,6.04,26.12,20.44,59.47,0.15,232.35,0.0,25.8
2/12/2021 23:00,129.2,185.5,22.65,79.95,102.58,39.15,5.98,1.16,12.26,18.18,15.69,4.44,20.29,19.55,81.82,0.14,198.07,0.0,25.82
2/13/2021 0:00,108.28,172.52,21.42,69.22,90.62,35.3,7.29,0.81,7.52,9.2,11.75,3.03,14.27,19.28,89.96,0.14,176.88,0.0,25.92
2/13/2021 1:00,98.4,161.65,22.1,68.75,90.88,33.0,7.58,0.66,5.9,7.9,11.13,2.91,12.55,18.78,93.66,0.09,227.49,0.0,26.0
2/13/2021 2:00,89.5,134.0,21.02,65.2,87.2,33.99,5.95,0.55,9.7,8.96,9.26,2.49,11.07,18.6,94.76,0.14,190.17,0.0,25.95
2/13/2021 3:00,77.93,110.15,20.38,64.7,85.1,33.7,5.87,0.54,9.16,5.99,7.32,1.9,8.82,18.63,97.27,0.12,207.19,0.0,26.15
2/13/2021 4:00,71.65,94.02,19.0,56.1,75.12,31.44,8.39,0.52,10.54,5.82,6.47,1.72,8.03,18.56,98.72,0.09,207.6,0.0,25.85
2/13/2021 5:00,68.62,93.45,18.85,53.75,72.55,31.09,7.98,0.53,8.48,6.13,6.12,1.51,7.07,18.27,98.77,0.12,193.41,0.0,25.98
2/13/2021 6:00,67.3,70.6,20.62,55.25,75.93,32.5,6.06,0.7,8.14,5.62,6.11,1.54,7.28,18.38,98.81,0.11,226.73,0.0,31.38
2/13/2021 7:00,66.3,77.6,23.33,59.38,83.02,33.25,6.38,0.76,8.2,8.26,6.02,1.46,7.15,20.5,96.2,0.08,175.32,0.0,43.08
2/13/2021 8:00,64.7,72.3,18.4,58.15,76.55,31.16,13.82,0.53,26.4,6.44,5.35,1.21,5.96,23.01,87.21,0.36,147.5,0.0,70.78
2/13/2021 9:00,63.3,66.5,17.18,81.12,98.32,32.77,18.17,1.21,37.97,9.82,8.16,1.97,7.01,24.24,73.04,0.45,161.13,0.0,103.08
2/13/2021 10:00,97.65,235.58,12.4,71.0,83.42,34.3,14.4,0.85,65.14,17.26,16.34,4.91,15.98,26.2,58.75,0.35,217.62,0.0,79.78
2/13/2021 11:00,94.48,168.48,8.25,38.8,47.08,34.67,14.81,0.43,117.51,6.34,6.69,1.96,7.16,28.13,38.8,0.25,230.13,0.0,89.82
2/13/2021 12:00,104.50708542713568,186.86323699421965,6.9,34.8,41.82,33.8,15.06,0.46,128.88,4.37,4.51,1.63,5.74,28.66,35.6,0.43,292.96,0.0,234.98
2/13/2021 13:00,104.1939898989899,186.48976744186047,6.45,34.35,40.78,36.44,13.7,0.45,130.72,5.07,4.59,1.84,5.8,29.76,30.64,0.35,308.41,0.0,216.5
2/13/2021 14:00,103.8908121827411,186.09701754385966,6.2,35.75,41.95,43.78,11.31,0.45,141.04,5.41,3.88,1.41,4.42,29.62,29.7,0.51,315.12,0.0,158.73
2/13/2021 15:00,65.4,73.4,5.98,39.33,45.32,45.64,13.77,0.61,145.52,5.6,4.08,2.16,6.54,29.12,36.68,0.29,194.89,0.0,99.5
2/13/2021 16:00,70.5,119.9,5.88,54.72,59.4,41.61,15.2,0.75,118.55,9.02,7.73,2.1,6.31,27.37,47.6,0.48,177.85,0.0,46.22
2/13/2021 17:00,86.02,164.72,6.02,57.75,63.75,41.38,16.6,0.95,84.32,14.56,10.46,3.33,10.0,25.6,54.0,0.33,181.24,0.0,27.85
2/13/2021 18:00,109.82,245.68,7.38,80.05,87.4,43.67,11.41,1.23,29.93,58.32,35.73,9.8,38.64,23.85,62.3,0.1,198.42,0.0,26.78
2/13/2021 19:00,119.15,258.15,13.15,117.02,130.18,43.36,10.91,1.64,15.23,64.8,50.85,15.33,60.68,23.0,67.12,0.15,169.67,0.0,27.5
2/13/2021 20:00,128.72,239.95,28.45,132.15,160.55,39.02,15.17,1.9,8.0,42.23,36.48,13.55,47.43,22.67,68.18,0.26,163.56,0.0,27.02
2/13/2021 21:00,150.67,283.58,11.98,95.88,107.78,38.96,25.99,1.51,33.12,26.75,34.04,16.0,47.61,22.85,67.51,0.41,170.35,0.0,27.08
2/13/2021 22:00,148.35,248.32,10.8,74.2,85.0,39.45,13.74,1.3,26.93,15.55,14.72,6.66,23.56,21.64,77.57,0.16,164.17,0.0,26.55
2/13/2021 23:00,134.45,173.8,9.82,38.6,49.9,37.54,8.74,0.56,34.08,12.94,9.62,3.3,14.41,21.35,89.11,0.35,131.06,0.0,26.48
2/14/2021 0:00,113.5,132.4,9.5,31.45,40.95,33.81,8.94,0.43,28.92,5.16,4.58,1.47,6.57,20.75,98.22,0.09,224.35,0.0,26.58
2/14/2021 1:00,102.4529292929293,185.71732558139536,9.98,32.95,42.92,33.25,9.2,0.37,23.66,3.97,3.68,1.17,4.91,20.42,98.78,0.07,201.89,0.0,26.28
2/14/2021 2:00,102.70791878172588,186.14538011695907,10.27,32.08,42.38,33.72,6.45,0.35,25.38,4.2,4.55,1.13,4.55,19.82,98.81,0.38,301.96,0.0,26.2
2/14/2021 3:00,102.96091836734693,186.59341176470588,10.12,29.98,40.17,32.02,6.41,0.36,24.54,4.42,3.66,0.95,4.12,19.16,98.8,0.49,315.64,0.0,26.35
2/14/2021 4:00,43.4,55.6,10.28,30.22,40.52,30.18,5.58,0.37,23.91,3.99,3.67,0.92,3.8,18.88,98.8,0.42,300.27,0.0,25.92
2/14/2021 5:00,41.75,49.78,10.8,36.45,47.22,30.0,5.37,0.37,19.67,3.85,3.33,0.86,3.62,19.02,98.8,0.45,329.42,0.0,25.98
2/14/2021 6:00,44.82,53.68,11.68,37.35,49.68,31.0,3.62,0.48,19.17,3.88,3.44,1.01,3.98,19.18,98.81,0.27,322.72,0.0,29.25
2/14/2021 7:00,49.42,73.18,13.3,40.35,53.65,31.13,4.31,0.56,15.53,4.42,3.86,1.17,4.23,20.01,98.73,0.17,272.24,0.0,45.75
2/14/2021 8:00,59.78,96.05,15.3,46.32,61.62,30.0,10.12,0.62,18.55,4.85,4.71,0.94,4.06,21.84,92.17,0.31,173.5,0.0,71.2
2/14/2021 9:00,68.85,108.15,13.68,50.38,64.23,30.99,11.6,0.78,35.39,4.6,5.69,1.2,4.68,23.63,80.86,0.44,166.1,0.0,107.62
2/14/2021 10:00,86.9,140.95,10.72,52.05,62.78,32.44,12.7,0.87,53.24,8.14,9.07,2.02,7.14,25.5,71.03,0.49,160.92,0.0,87.32
2/14/2021 11:00,108.1,178.62,7.68,49.5,57.2,34.06,12.62,0.87,80.67,11.0,9.62,2.52,7.61,26.76,65.15,0.49,169.95,0.0,104.7
2/14/2021 12:00,113.02,201.45,6.4,47.2,53.6,32.42,11.48,0.85,110.99,9.02,8.23,2.16,6.49,27.51,58.38,0.6,167.5,0.0,158.28
2/14/2021 13:00,119.05,214.8,5.8,43.1,48.92,32.33,12.03,0.78,131.19,9.0,7.74,1.92,5.74,27.77,54.0,0.65,171.33,0.0,138.15
2/14/2021 14:00,116.78,191.9,5.7,37.65,43.35,35.38,10.36,0.63,126.32,6.32,5.48,1.39,4.26,28.33,47.74,0.44,175.09,0.0,117.38
2/14/2021 15:00,109.95,181.25,5.9,34.97,41.15,36.58,9.83,0.6,111.9,4.42,3.79,0.93,3.24,27.95,48.92,0.62,163.58,0.0,88.07
2/14/2021 16:00,95.02,156.15,6.1,38.58,44.68,34.31,10.34,0.66,90.18,5.32,3.84,1.0,3.56,26.95,53.58,0.47,178.92,0.0,44.95
2/14/2021 17:00,93.45,124.12,6.7,48.1,54.82,35.8,8.81,0.73,61.84,10.34,5.19,1.66,5.66,25.3,60.24,0.21,173.04,0.0,28.98
2/14/2021 18:00,88.57,107.05,9.65,74.05,83.7,42.13,5.7,1.1,27.86,8.64,6.53,2.14,12.31,23.83,65.02,0.08,183.77,0.0,27.95
2/14/2021 19:00,83.5,109.15,8.55,53.05,65.12,40.84,5.01,0.89,40.92,10.12,6.64,1.76,10.8,23.44,61.8,0.06,162.16,0.0,28.5
2/14/2021 20:00,75.42,116.2,8.25,43.92,51.82,36.7,9.06,0.75,46.44,5.87,4.36,1.21,7.44,22.84,68.09,0.08,178.63,0.0,28.48
2/14/2021 21:00,73.68,111.88,8.43,35.9,44.3,37.59,8.71,0.59,36.92,3.49,3.33,0.82,5.3,22.17,90.23,0.14,172.19,0.0,28.1
2/14/2021 22:00,60.82,82.45,8.57,31.57,39.92,37.91,7.36,0.5,33.5,2.97,2.99,0.68,4.03,21.68,97.97,0.1,177.4,0.0,28.15
2/14/2021 23:00,49.1,57.25,8.7,29.12,37.75,36.22,6.81,0.5,32.15,2.89,2.64,0.56,3.2,21.38,98.75,0.18,143.61,0.0,27.98
2/15/2021 0:00,46.0,49.9,8.98,27.92,36.95,32.62,4.37,0.46,31.9,2.74,3.38,0.72,3.11,21.28,98.77,0.24,137.19,0.0,28.02
2/15/2021 1:00,40.28,42.52,9.25,26.68,35.92,32.15,4.28,0.43,31.5,2.45,2.83,0.59,2.78,21.17,98.78,0.08,187.24,0.0,28.1
2/15/2021 2:00,38.3,38.9,9.45,24.82,34.28,32.22,6.84,0.41,24.53,2.38,3.0,0.62,2.73,20.86,98.81,0.08,134.37,0.0,28.05
2/15/2021 3:00,93.82092307692307,165.63881656804733,9.85,27.33,37.2,31.36,7.0,0.45,20.3,3.18,5.57,1.43,4.59,21.16,98.81,0.32,276.03,0.0,28.38
2/15/2021 4:00,28.78,42.25,11.42,43.78,55.22,29.58,7.84,0.46,12.96,3.58,4.1,1.24,4.86,21.38,98.77,0.27,320.4,0.0,28.35
2/15/2021 5:00,36.65,46.5,11.15,35.6,46.75,30.35,7.8,0.41,25.7,3.13,3.48,0.95,3.82,21.54,98.56,0.21,307.79,0.0,28.55
2/15/2021 6:00,32.8,47.28,10.7,29.88,40.55,31.02,7.98,0.41,31.66,2.99,2.98,0.67,2.91,21.68,96.0,0.18,321.56,0.0,31.7
2/15/2021 7:00,35.62,46.22,13.2,40.33,53.7,30.15,9.48,0.64,14.74,3.58,3.42,0.61,2.71,21.88,97.62,0.26,248.86,0.0,36.9
2/15/2021 8:00,51.62,72.75,13.95,45.35,59.3,29.07,13.13,0.67,23.94,5.64,6.29,1.13,4.79,22.99,89.85,0.18,64.11,0.0,67.1
2/15/2021 9:00,60.62,75.28,11.68,41.65,53.32,30.46,13.36,0.57,44.3,4.82,4.78,0.86,3.91,24.8,76.86,0.22,282.91,0.0,112.55
2/15/2021 10:00,61.05,82.28,9.9,42.2,52.1,31.54,10.69,0.64,56.59,4.96,5.88,0.87,3.72,26.09,69.06,0.28,178.88,0.0,93.12
2/15/2021 11:00,61.6,91.1,7.92,44.85,52.72,33.56,10.05,0.74,59.96,7.02,8.91,1.74,6.32,26.97,65.37,0.33,111.28,0.0,114.68
2/15/2021 12:00,92.86283505154641,160.19994047619048,40.619246231155785,65.10502857142858,105.21626262626262,35.10201005025126,16.61,0.79,80.38,7.38,10.4,1.83,5.81,27.66,61.08,0.44,122.16,0.0,176.88
2/15/2021 13:00,102.2,193.5,40.78348484848485,65.25229885057472,0.0,21.37,21.32,0.6,104.7,10.42,13.45,2.59,7.85,29.37,38.44,0.55,349.79,0.0,210.55
2/15/2021 14:00,81.7,161.18,40.95345177664975,65.43872832369944,105.30426395939085,35.06868686868687,13.27,0.67,114.08,9.94,7.72,2.54,6.76,29.88,34.88,0.56,256.64,0.0,166.82
2/15/2021 15:00,71.15,154.32,6.2,23.5,29.7,45.52,10.7,0.54,103.42,16.817462686567165,16.263830845771146,4.55407960199005,16.717562189054725,29.58,23.71,0.76,171.72,0.0,112.7
2/15/2021 16:00,61.35,137.82,7.18,48.88,56.05,47.1,8.73,0.61,82.2,16.88455,16.32395,4.57175,16.779,28.32,24.75,0.55,178.33,0.0,54.08
2/15/2021 17:00,60.38,136.2,7.72,74.35,82.08,45.14,15.08,1.01,49.01,15.42,15.11,4.15,14.85,26.46,31.59,0.31,340.21,0.0,28.68
2/15/2021 18:00,62.7,144.25,19.3,109.2,128.5,45.18,10.54,1.62,11.31,36.12,27.38,6.28,21.48,23.57,44.52,0.16,178.0,0.0,26.8
2/15/2021 19:00,76.5,169.85,103.85,123.68,227.55,39.8,8.81,2.35,7.54,43.86,32.88,7.74,28.28,22.21,52.35,0.15,178.95,0.0,26.98
2/15/2021 20:00,101.88,202.08,237.15,120.35,357.5,34.02,11.19,3.09,8.19,50.99,45.53,10.07,41.4,22.03,54.4,0.23,159.44,0.0,27.22
2/15/2021 21:00,129.3,245.75,89.7,101.55,191.25,40.7,13.34,1.89,7.32,38.54,48.58,12.59,50.2,22.29,64.24,0.3,160.13,0.0,27.1
2/15/2021 22:00,121.9,235.8,33.28,79.35,112.65,42.96,6.38,1.29,13.3,16.75,21.5,6.87,28.5,21.86,82.4,0.21,164.6,0.0,26.9
2/15/2021 23:00,120.35,213.5,27.65,62.45,87.55,39.39,4.79,1.09,14.38,8.62,10.98,3.11,15.29,20.84,90.1,0.1,188.8,0.0,26.98
2/16/2021 0:00,97.78,179.27,23.17,45.15,68.28,35.01,6.88,0.68,17.8,8.11,8.67,2.42,11.85,20.69,98.46,0.11,199.41,0.0,27.12
2/16/2021 1:00,85.02,161.58,21.0,40.03,61.0,34.66,8.33,0.54,20.27,6.88,6.96,1.77,8.48,20.66,98.75,0.14,225.3,0.0,27.22
2/16/2021 2:00,79.3,128.18,18.23,35.28,53.5,34.71,8.07,0.49,32.0,5.48,5.34,1.39,6.2,20.38,98.77,0.58,306.68,0.0,26.95
2/16/2021 3:00,67.92,92.3,15.15,32.15,47.35,32.11,7.19,0.51,32.38,4.76,4.28,1.15,5.02,19.84,98.79,0.56,308.5,0.0,26.85
2/16/2021 4:00,60.4,115.8,14.32,35.7,50.03,29.72,5.59,0.56,23.21,4.99,4.08,0.96,4.43,19.51,98.8,0.23,296.82,0.0,26.83
2/16/2021 5:00,65.42,110.6,14.2,37.0,51.2,31.23,5.28,0.61,18.74,4.96,4.54,1.03,4.57,19.03,98.81,0.2,213.71,0.0,26.1
2/16/2021 6:00,68.4,111.85,15.1,38.02,53.18,31.33,4.33,0.8,11.15,5.28,5.34,1.27,5.38,18.72,98.8,0.09,200.57,0.0,31.28
2/16/2021 7:00,74.88,128.35,17.02,45.68,62.7,30.2,6.11,0.95,11.48,6.24,6.68,1.78,7.85,21.16,90.14,0.12,193.02,0.0,43.2
2/16/2021 8:00,84.62,158.23,15.55,62.22,77.8,29.0,17.39,0.99,30.59,6.48,6.95,1.74,6.98,24.42,68.37,0.16,273.66,0.0,69.92
2/16/2021 9:00,101.35,174.88,12.48,56.32,68.8,29.99,17.07,0.85,58.7,5.9,6.26,1.84,6.74,26.29,59.16,0.37,181.42,0.0,121.43
2/16/2021 10:00,97.65,176.5,9.6,47.78,57.32,30.65,16.51,0.7,88.71,5.23,5.38,1.96,6.03,28.16,48.15,0.36,333.3,0.0,78.78
2/16/2021 11:00,92.3,176.7,7.07,36.4,43.48,29.56,17.73,0.6,121.26,4.93,8.32,5.81,10.64,29.17,39.02,0.57,307.76,0.0,91.15
2/16/2021 12:00,87.0,164.68,6.52,41.15,47.68,29.31,28.47,0.56,130.7,6.88,5.87,2.36,5.94,30.01,34.25,0.18,327.56,0.0,210.25
2/16/2021 13:00,84.72,161.95,6.2,42.47,48.7,31.8,28.63,0.49,139.08,10.78,6.62,2.19,5.9,30.45,30.68,0.45,307.91,0.0,192.32
2/16/2021 14:00,82.48,149.77,6.05,37.7,43.72,35.46,18.19,0.47,147.84,6.76,5.58,1.77,5.22,30.6,29.24,0.3,268.4,0.0,151.62
2/16/2021 15:00,76.72,142.1,6.18,38.05,44.22,35.12,20.34,0.47,140.42,11.03,7.83,7.21,14.58,30.19,29.16,0.29,291.29,0.0,91.72
2/16/2021 16:00,76.18,145.62,6.38,44.92,51.3,34.12,19.44,0.53,101.13,10.45,7.15,5.13,11.12,28.74,35.17,0.12,278.71,0.0,49.42
2/16/2021 17:00,78.85,152.4,6.57,58.92,65.47,37.4,15.56,0.77,66.06,9.88,16.71,8.38,19.73,26.26,50.58,0.15,194.98,0.0,26.95
2/16/2021 18:00,86.28,177.5,6.95,67.58,74.55,38.52,13.84,0.97,40.84,34.44,28.74,10.24,35.6,25.4,60.25,0.35,168.02,0.0,26.3
2/16/2021 19:00,89.68,186.7,7.6,78.3,85.93,34.99,12.36,1.0,30.08,16.6,18.9,6.7,24.46,24.5,61.42,0.25,163.25,0.0,26.2
2/16/2021 20:00,90.28,176.98,8.88,72.0,80.88,33.14,10.41,1.15,31.03,7.47,8.27,2.46,11.6,24.0,61.38,0.18,153.89,0.0,26.45
2/16/2021 21:00,92.88,178.77,9.57,63.03,72.6,34.78,10.58,1.2,30.3,10.28,8.03,2.48,12.25,22.8,64.1,0.07,188.19,0.0,26.48
