Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2)
6/14/2022 18:00,64.42,215.25,35.78,21.31,39.07,35.83,8.48,0.91,22.55,1.26,2.42,1.68,2.35,30.97,1.58,238.22,60.68
6/14/2022 19:00,78.3,196.45,4.96,13.22,7.95,33.11,7.3,0.92,21.97,1.15,1.94,1.34,1.91,31.53,1.94,236.12,45.4
6/14/2022 20:00,65.42,183.1,5.3,11.23,9.27,25.45,7.5,0.82,23.2,1.1,1.83,1.21,1.68,33.36,2.44,242.69,42.5
6/14/2022 21:00,53.75,145.05,10.12,13.93,14.53,24.04,7.62,0.73,23.92,0.92,1.23,1.05,1.14,35.94,2.14,241.06,42.52
6/14/2022 22:00,67.7,123.82,44.8,31.57,51.77,28.4,9.02,0.83,31.57,0.81,1.15,0.93,1.28,37.61,2.19,240.16,42.7
6/14/2022 23:00,60.0,112.6,23.71,29.79,31.63,25.81,8.5,0.75,24.2,0.83,0.9,0.99,0.69,38.0,2.41,237.92,42.67
6/15/2022 0:00,48.93,79.9,16.99,26.18,23.19,17.91,4.3,0.7,25.84,0.78,0.92,0.98,0.57,37.79,1.93,238.62,42.27
6/15/2022 1:00,56.882307692307684,182.6728,14.18458333333333,19.07375,20.317500000000003,17.4,7.345416666666669,0.8887999999999999,27.006,1.2685000000000015,1.7559999999999998,0.9740000000000014,1.6135000000000026,32.7352,1.6363999999999999,253.8484,149.2808
6/15/2022 2:00,56.6228,183.45708333333334,14.196521739130434,19.06391304347826,20.313478260869566,17.666,7.377826086956524,0.8929166666666667,26.938333333333333,1.2952631578947382,1.771578947368421,0.9984210526315804,1.6705263157894763,33.00083333333333,1.6495833333333332,253.51791666666668,153.78833333333333
6/15/2022 3:00,56.874583333333334,186.76173913043476,14.22590909090909,18.958181818181817,20.239545454545457,18.086842105263155,7.3904545454545465,0.8969565217391304,26.873043478260872,1.2750000000000015,1.7255555555555553,1.025555555555557,1.733888888888892,33.229565217391304,1.679565217391304,252.2704347826087,158.66608695652175
6/15/2022 4:00,57.44391304347826,191.15545454545455,14.244285714285711,18.818571428571428,20.151904761904763,18.60666666666667,7.334285714285716,0.9009090909090909,26.749545454545455,1.2611764705882371,1.6799999999999997,1.055882352941178,1.8047058823529443,33.39909090909091,1.7009090909090907,251.50909090909093,163.97590909090908
6/15/2022 5:00,58.279999999999994,196.13809523809522,14.478499999999997,18.6935,20.215500000000002,19.084117647058825,7.287000000000002,0.9066666666666666,26.839523809523808,1.269375000000002,1.6737499999999998,1.0900000000000019,1.8843750000000032,33.497142857142855,1.7276190476190476,250.87619047619052,169.75666666666666
6/15/2022 6:00,46.5,88.75,2.44,18.5,12.21,22.24,8.25,0.9,22.0,0.81,0.57,0.55,0.54,47.41,1.7,251.2,93.4
6/15/2022 7:00,39.6,94.75,2.51,18.21,12.23,20.57,7.75,0.92,32.29,0.94,0.72,0.7,0.54,46.89,2.12,249.4,143.58
6/15/2022 8:00,47.32,114.72,2.48,19.42,12.4,19.42,9.77,0.87,34.58,0.84,0.81,0.55,0.54,44.03,1.99,256.4,360.52
6/15/2022 9:00,57.15,117.8,2.5,17.87,11.77,16.86,11.15,0.94,33.79,0.83,1.02,0.62,0.54,39.43,2.08,262.55,556.97
6/15/2022 10:00,58.707619047619055,180.25150000000002,13.12,18.440526315789473,19.15368421052632,15.46,3.47,1.05,40.77,0.75,1.13,0.61,0.54,36.44,1.61,270.88,752.75
6/15/2022 11:00,57.232000000000006,175.8384210526316,13.452777777777776,18.56888888888889,19.521666666666665,17.09,0.7,1.02,35.93,0.88,1.57,0.73,0.54,32.63,1.23,264.82,928.15
6/15/2022 12:00,41.9,170.55,26.87,23.42,32.06,21.26,7.197894736842106,0.94,40.54,0.98,0.83,0.62,0.54,27.98,1.75,252.14,966.4
6/15/2022 13:00,41.25,149.17,10.28,19.51,17.02,19.72,10.9,0.79,47.57,0.79,0.57,0.55,0.54,24.55,0.96,269.93,828.6
6/15/2022 14:00,42.4,132.78,7.29,13.05,11.34,19.1,7.03,0.8945000000000001,37.84,0.61,0.57,0.55,0.54,22.59,1.58,254.48,575.1
6/15/2022 15:00,49.98,125.88,10.98,16.06,16.32,16.27,5.62,0.99,30.701500000000003,0.87,1.64,0.66,0.54,21.7,1.48,246.2,326.4
6/15/2022 16:00,56.98,120.7,27.74,25.73,34.79,15.38,7.93,0.79,41.4,0.77,1.96,0.77,0.54,21.07,1.56,245.37,215.1
6/15/2022 17:00,57.1,117.72,6.6,12.82,9.96,13.92,6.22,0.84,40.0,0.96,1.92,0.92,0.54,21.36,1.29,240.68,86.7
6/15/2022 18:00,52.0,121.7,19.91,21.23,26.17,16.28,7.53,0.88,39.04,1.2,2.17,1.13,0.94,21.52,1.28,237.6,53.1
6/15/2022 19:00,51.3,125.17,8.15,15.7,13.16,18.55,6.55,0.94,31.66,1.66,3.1,1.46,0.78,29.26,1.13,182.96,35.48
6/15/2022 20:00,56.68,154.88,12.33,14.09,16.31,20.82,7.83,0.96,21.24,1.32,2.45,1.21,0.72,29.15,1.15,217.98,41.45
6/15/2022 21:00,48.12,144.98,11.06,17.31,17.0,21.06,8.27,0.95,21.04,1.38,3.07,1.2,0.91,31.55,1.34,216.86,39.55
6/15/2022 22:00,45.9,137.7,11.29,18.98,18.05,21.95,4.53,0.79,22.09,1.24,2.57,1.42,1.25,33.03,1.55,223.82,39.65
6/15/2022 23:00,53.57,134.5,13.76,16.32,18.69,19.22,4.57,0.73,24.84,0.75,1.43,1.09,0.55,34.27,1.69,228.02,39.7
6/16/2022 0:00,57.2,125.65,11.3,16.32,16.69,17.79,6.07,0.67,26.58,0.84,1.02,0.66,0.54,33.46,1.13,89.51,39.78
6/16/2022 1:00,51.1,386.65,12.57,17.15,18.17,18.17,6.18,0.61,33.07,0.61,0.96,0.55,0.54,47.46,2.24,57.26,40.88
6/16/2022 2:00,75.15,262.35,10.94,14.91,15.56,17.33,4.73,0.68,34.71,0.61,0.57,0.55,0.54,43.88,1.74,67.99,36.67
6/16/2022 3:00,61.18,96.3,11.08,14.05,15.26,17.16,4.3,0.65,25.66,0.61,0.78,0.55,0.54,50.27,0.75,199.73,34.35
6/16/2022 4:00,53.7,57.95,10.66,16.88,16.42,21.83,7.47,0.64,22.93,0.61,1.0,0.55,0.54,52.61,0.52,210.38,32.88
6/16/2022 5:00,51.48,73.25,11.86,17.01,17.52,27.37,7.18,0.67,16.29,0.85,1.56,1.14,0.83,48.51,0.3,174.13,38.72
6/16/2022 6:00,48.23,98.32,8.56,15.0,13.74,27.64,5.57,0.8,15.94,1.17,2.96,1.48,1.7,45.18,0.49,195.48,72.32
6/16/2022 7:00,50.08,145.65,13.53,17.06,18.83,23.1,5.45,0.8,22.68,1.21,2.34,1.21,0.55,44.58,1.76,332.8,167.88
6/16/2022 8:00,46.92,161.2,20.82,23.04,27.58,23.84,5.6,0.63,33.02,1.01,1.44,0.7,0.54,44.11,1.8,7.34,333.48
6/16/2022 9:00,58.68,126.35,10.94,21.4,18.61,23.72,5.4,0.58,52.74,0.82,0.81,0.55,0.54,40.04,1.14,39.13,534.2
6/16/2022 10:00,52.08,106.65,10.56,19.76,17.64,21.06,7.87,0.82,63.7,0.74,4.16,0.66,0.54,32.34,0.54,88.02,760.1
6/16/2022 11:00,46.6,95.8,14.98,19.17,21.08,19.5,8.75,0.68,70.85,0.98,3.11,0.79,0.66,29.99,0.88,186.07,889.18
6/16/2022 12:00,46.0,102.32,6.2,15.09,10.62,18.44,6.37,0.71,60.78,0.72,2.5,0.55,0.54,35.13,1.82,16.31,962.25
6/16/2022 13:00,44.8,143.25,12.31,15.11,16.87,16.52,5.18,0.81,49.38,0.72,1.5,0.66,0.54,31.19,1.13,31.59,836.5
6/16/2022 14:00,51.7,120.15,14.06,18.46,19.94,16.94,7.17,0.74,40.87,0.61,1.56,0.55,0.54,28.88,0.62,32.54,621.1
6/16/2022 15:00,89.45,106.58,10.22,17.37,15.9,17.87,6.38,0.85,50.2,0.71,1.89,0.55,0.54,28.29,0.57,209.46,332.5
6/16/2022 16:00,67.6,132.85,20.96,22.0,27.42,20.19,6.2,0.74,40.31,0.84,1.84,0.55,0.54,32.28,1.2,133.27,164.05
6/16/2022 17:00,54.73,229.58,7.22,17.0,12.78,22.28,5.35,0.73,43.96,0.8,1.58,0.55,0.54,36.94,1.3,185.54,110.78
6/16/2022 18:00,57.38,183.7,21.1,20.64,26.75,19.16,6.5,1.02,41.5,0.9,1.45,0.77,0.54,36.65,1.09,187.44,59.9
6/16/2022 19:00,52.0,114.38,11.58,21.34,19.19,19.08,6.3,1.05,48.33,0.95,1.42,0.78,0.54,37.54,1.33,172.82,41.9
6/16/2022 20:00,50.32,106.3,12.14,16.69,17.02,19.58,4.47,0.94,36.09,0.94,1.35,0.68,0.54,44.7,1.1,181.23,40.2
6/16/2022 21:00,59.38,102.35,13.89,20.02,20.37,20.34,4.6,0.9,28.84,0.85,1.31,0.96,0.54,48.08,0.88,184.47,35.42
6/16/2022 22:00,51.5,89.25,8.64,22.46,17.22,21.63,6.7,0.96,27.63,1.03,1.43,0.56,0.54,42.7,0.96,217.9,37.4
6/16/2022 23:00,47.0,77.2,13.48,18.96,19.55,21.82,6.63,0.93,22.21,0.8,1.62,0.88,0.74,41.78,0.67,186.81,38.0
6/17/2022 0:00,46.0,75.97,11.99,22.62,19.91,21.73,5.7,0.89,14.26,0.7,1.19,0.89,0.54,43.81,0.62,182.46,33.9
6/17/2022 1:00,51.18,72.6,15.13,22.47,22.8,21.74,5.92,0.86,14.13,0.62,1.38,0.78,0.69,44.54,0.56,182.17,34.8
6/17/2022 2:00,45.9,73.1,18.9,23.1,25.84,24.36,5.62,0.78,14.77,1.01,1.66,0.55,0.54,42.63,1.16,224.1,35.17
6/17/2022 3:00,46.4,69.55,13.03,17.83,17.41,19.08,8.1,0.78,38.93,0.71,1.71,0.55,0.54,54.74,1.9,97.48,30.42
6/17/2022 4:00,42.3,122.0,13.78,24.83,22.65,16.74,7.98,0.76,48.79,0.61,0.57,0.55,0.54,68.12,1.32,43.45,16.25
6/17/2022 5:00,44.25,84.0,14.7,22.68,21.88,15.92,5.47,0.71,47.87,0.61,0.57,0.55,0.54,61.39,1.76,86.51,25.8
6/17/2022 6:00,52.14076923076924,112.494,13.02,19.46,19.64,15.71,5.28,0.9,25.22,0.72,1.08,0.55,0.54,74.56,1.56,115.58,25.32
6/17/2022 7:00,56.27,63.62,15.85,22.38,23.06,16.25,5.47,0.93,27.82,0.61,1.17,0.55,0.54,80.31,1.53,98.63,105.32
6/17/2022 8:00,51.23,68.62,5.44,13.26,9.4,17.54,5.22,0.94,26.2,0.84,1.36,0.55,0.54,74.36,1.75,106.36,239.55
6/17/2022 9:00,52.39,109.47375,13.51,17.13,18.52,18.55,8.73,0.96,23.6,0.72,1.11,0.55,0.54,65.8,1.18,147.68,634.78
6/17/2022 10:00,39.65,60.85,18.49,21.65,25.0,22.3,9.85,0.92,33.82,0.61,1.23,0.55,0.54,52.44,0.74,166.45,899.58
6/17/2022 11:00,33.88,58.55,7.03,14.7,12.15,34.04,4.6,0.89,36.26,0.72,1.26,0.69,0.54,45.48,0.91,215.08,1000.0
6/17/2022 12:00,29.0,79.53,11.04,15.24,15.84,26.39,4.47,0.89,41.19,0.73,1.54,0.55,0.54,41.16,1.03,280.31,634.5
6/17/2022 13:00,27.02,90.15,12.31,17.0,17.79,25.88,5.23,0.92,41.4,0.74,2.2,0.66,0.54,52.82,2.15,16.06,334.05
6/17/2022 14:00,32.0,101.48,24.14,25.3,31.62,23.25,5.8,0.91,28.96,0.82,1.9,0.71,0.54,77.27,1.18,109.01,188.25
6/17/2022 15:00,28.2,92.98,5.0,11.4,7.76,24.97,8.9,0.73,31.9,0.73,1.92,0.55,0.54,66.59,1.79,15.73,324.97
6/17/2022 16:00,27.98,85.1,12.35,16.03,17.4,26.28,9.23,0.78,27.5,0.72,1.77,0.73,0.68,57.3,1.08,243.52,54.2
6/17/2022 17:00,25.25,85.5,22.68,21.62,28.6,28.49,7.23,0.6,25.85,1.23,4.22,1.0,0.68,74.64,1.45,160.83,32.3
6/17/2022 18:00,48.95,85.8,28.36,26.96,35.79,29.02,7.3,0.77,18.88,2.82,3.73,1.52,1.26,77.12,0.85,125.28,70.68
6/17/2022 19:00,35.7,87.12,6.69,13.71,10.85,36.88,6.1,0.79,12.9,2.06,5.4,1.63,2.13,76.24,0.52,170.23,37.67
6/17/2022 20:00,37.52,90.32,12.94,17.01,18.25,34.71,5.7,0.73,19.58,1.89,5.61,1.48,2.28,76.98,0.76,185.64,24.93
6/17/2022 21:00,78.68,100.3,24.06,24.99,31.46,37.19,7.23,0.62,16.64,1.43,2.99,1.35,1.4,77.13,0.65,190.08,24.5
6/17/2022 22:00,70.0,103.57,23.79,25.05,30.9,38.39,7.15,0.76,17.55,1.4,2.72,1.13,1.14,74.64,0.97,185.1,24.28
6/17/2022 23:00,47.0,90.8,14.91,23.69,23.01,34.24,6.8,0.65,21.25,0.87,1.6,0.99,0.54,74.74,0.62,171.82,24.3
6/18/2022 0:00,38.2,79.7,11.95,16.12,16.14,26.42,6.17,0.69,22.9,0.72,1.19,0.66,0.54,73.17,0.64,161.74,24.83
6/18/2022 1:00,33.6,75.75,13.94,24.56,22.63,26.72,5.0,0.72,27.71,0.61,0.85,0.55,0.54,73.57,0.87,173.31,24.62
6/18/2022 2:00,29.78,62.3,14.56,27.73,24.35,27.38,4.1,0.72,17.0,0.61,0.88,0.55,0.54,75.24,0.57,185.64,24.28
6/18/2022 3:00,29.1,60.9,10.47,23.35,18.49,29.56,4.57,0.75,18.23,0.61,0.92,0.55,0.54,75.22,0.6,195.11,24.25
6/18/2022 4:00,27.72,59.38,13.26,22.62,20.78,27.96,4.58,0.64,26.38,0.61,0.57,0.55,0.54,79.0,0.57,306.15,24.0
6/18/2022 5:00,36.5,52.2,12.24,22.78,20.26,29.1,4.87,0.56,22.64,0.71,1.52,0.55,0.54,84.48,0.75,203.76,29.28
6/18/2022 6:00,38.32,47.32,11.54,21.06,18.16,27.38,4.5,0.68,15.99,0.88,1.78,0.55,0.54,87.16,0.83,37.12,37.65
6/18/2022 7:00,53.27,56.3,2.53,11.66,5.35,32.42,6.1,0.67,14.4,1.38,2.03,0.78,0.54,87.14,1.31,185.68,84.35
6/18/2022 8:00,38.32,58.48,9.53,18.9,16.33,30.57,6.6,0.69,21.76,1.08,1.75,0.55,0.54,85.18,1.44,15.96,205.65
6/18/2022 9:00,51.98,56.6,12.33,17.84,18.14,32.25,5.77,0.76,24.19,1.06,1.21,0.55,0.54,83.23,1.53,13.11,258.7
6/18/2022 10:00,40.8,53.23,13.17,18.23,19.21,31.06,5.78,0.84,27.26,1.17,1.7,0.69,0.54,78.92,1.37,64.3,683.55
6/18/2022 11:00,46.1,59.52,11.25,16.52,16.3,29.72,8.37,0.89,32.0,1.42,1.74,0.66,0.54,70.34,1.32,99.08,405.98
6/18/2022 12:00,39.40461538461538,74.9152,20.51,21.1,26.2,40.87,8.55,0.84,43.96,1.34,1.97,0.8,0.54,63.83,1.08,112.12,688.92
6/18/2022 13:00,51.1,83.72,16.61,21.92,23.63,43.9,4.87,0.96,52.11,1.35,1.79,0.68,0.54,62.02,0.78,74.33,532.83
6/18/2022 14:00,32.7,98.12,7.88,14.66,12.21,35.22,4.4,0.7,53.53,1.25,2.32,0.55,0.54,59.78,0.88,52.74,662.28
6/18/2022 15:00,29.68,103.2,7.94,15.06,12.95,22.06,5.5,0.63,45.77,0.73,1.66,0.66,0.54,56.58,0.78,99.69,452.1
6/18/2022 16:00,55.25,101.88,18.49,19.4,24.1,29.2,6.05,0.62,38.9,0.81,1.58,0.55,0.54,56.19,0.81,34.79,245.68
6/18/2022 17:00,36.4,92.3,24.37,25.8,31.93,48.22,5.93,0.66,37.73,0.83,1.59,0.55,0.54,57.24,1.07,20.71,126.18
6/18/2022 18:00,39.88,86.43,22.98,27.23,31.57,32.85,5.62,0.68,39.05,1.02,1.61,0.77,0.54,57.18,0.85,49.77,75.28
6/18/2022 19:00,37.68,95.9,9.9,14.84,12.94,31.29,5.57,0.76,27.79,1.36,1.85,0.82,0.54,61.15,0.44,20.22,40.3
6/18/2022 20:00,29.87,104.0,10.5,16.8,16.19,28.26,5.6,0.8,29.44,1.24,2.26,1.18,0.74,64.5,0.54,110.75,41.35
6/18/2022 21:00,24.42,108.98,11.9,13.26,15.48,36.47,5.73,0.82,24.94,1.24,2.66,1.25,0.54,65.54,0.25,108.29,35.17
6/18/2022 22:00,63.65,137.6,12.82,14.71,16.86,40.17,6.25,1.07,19.47,1.7,2.92,1.49,1.17,64.66,0.27,153.61,32.53
6/18/2022 23:00,44.5,130.3,15.83,20.51,22.52,52.54,6.2,0.85,22.67,1.56,2.59,1.34,0.93,66.21,0.52,188.15,32.93
6/19/2022 0:00,48.05,135.9,13.39,21.08,20.72,50.08,6.22,0.74,14.91,1.37,2.45,1.25,0.94,66.26,0.94,214.86,33.05
6/19/2022 1:00,33.4,140.05,30.66,32.1,40.37,40.41,6.35,0.63,23.12,1.23,2.06,0.83,0.74,63.1,0.84,243.32,34.22
6/19/2022 2:00,26.3,126.98,21.8,28.66,31.26,33.76,5.73,0.86,27.11,0.84,1.72,0.82,0.54,65.32,0.73,207.86,37.72
6/19/2022 3:00,24.4,113.93,13.88,21.59,20.63,34.28,5.12,0.84,28.13,0.72,1.56,0.55,0.54,70.44,0.33,192.72,40.25
6/19/2022 4:00,22.7,121.0,9.94,23.61,18.68,37.6,5.07,0.81,18.85,0.83,1.48,0.66,0.54,73.14,0.19,269.86,33.15
6/19/2022 5:00,20.2,125.0,13.24,24.94,20.81,39.26,4.53,0.81,19.25,1.09,2.07,0.56,0.54,74.96,0.24,188.71,45.28
6/19/2022 6:00,21.2,128.48,12.06,20.84,19.43,32.35,5.77,0.57,21.93,0.8,1.67,0.66,0.54,76.35,0.36,188.01,103.15
6/19/2022 7:00,21.0,119.02,6.5,22.84,13.88,43.54,4.75,0.65,14.52,0.61,1.31,0.55,0.54,73.93,0.45,55.72,140.15
6/19/2022 8:00,21.52,126.65,13.24,21.31,20.08,52.77,5.7,0.74,15.91,1.4,2.84,0.67,0.54,70.46,0.36,6.73,220.52
6/19/2022 9:00,33.2,141.3,4.45,10.56,6.85,44.91,5.25,0.82,23.38,1.35,2.39,0.65,0.54,65.19,0.38,153.1,202.75
6/19/2022 10:00,26.35,143.02,12.12,17.12,17.51,45.14,6.63,0.72,35.94,1.3,2.09,0.79,0.54,60.58,0.36,279.03,247.65
6/19/2022 11:00,46.45,118.05,25.57,25.64,32.92,60.04,7.3,0.59,40.98,0.84,1.96,0.56,0.54,59.73,1.17,249.67,387.33
6/19/2022 12:00,36.0,102.22,22.77,27.66,31.41,45.45,6.03,0.48,46.9,0.86,1.83,0.55,0.54,59.61,0.84,268.63,444.48
6/19/2022 13:00,27.6,108.2,12.25,23.59,20.74,56.26,4.92,0.43,56.01,1.17,2.59,0.79,0.54,58.98,1.48,249.04,459.05
6/19/2022 14:00,23.9,109.7,3.68,9.24,6.36,65.64,5.1,0.87,44.31,1.11,1.91,0.56,0.54,58.95,1.3,250.43,525.53
6/19/2022 15:00,26.22,107.78,13.93,18.74,20.1,56.26,5.12,0.89,38.93,0.97,1.7,0.55,0.54,57.96,0.31,222.9,308.12
6/19/2022 16:00,41.48,99.22,29.38,30.88,38.72,54.1,6.27,0.74,43.54,0.96,1.81,0.55,0.54,56.12,0.19,255.58,150.52
6/19/2022 17:00,30.33,107.52,18.72,22.25,24.78,52.46,5.6,0.71,43.4,1.1,2.34,1.02,0.86,55.46,0.45,261.29,142.07
6/19/2022 18:00,37.75,114.82,9.72,14.44,12.95,44.04,5.57,0.85,40.39,1.14,2.52,0.93,0.55,57.58,0.6,261.92,71.6
6/19/2022 19:00,27.48,126.78,6.58,12.1,10.33,42.22,5.58,0.9,36.92,1.22,2.38,1.17,0.54,62.09,0.98,258.72,38.35
6/19/2022 20:00,56.12,122.7,11.72,14.72,16.2,42.86,5.67,0.8,29.04,0.88,1.94,1.05,0.54,67.29,1.24,251.31,36.75
6/19/2022 21:00,100.78,118.22,16.51,20.84,23.22,46.87,5.9,0.65,26.56,0.87,1.53,0.67,0.54,71.31,0.76,251.27,40.35
6/19/2022 22:00,60.1,130.22,25.32,26.62,33.12,45.26,6.1,0.72,19.8,1.18,1.56,0.86,0.54,72.99,0.44,213.26,35.9
6/19/2022 23:00,40.9,137.6,16.15,24.98,24.64,41.26,5.27,0.69,23.15,2.86,2.27,0.97,0.86,73.47,1.06,259.25,31.63
6/20/2022 0:00,29.1,138.35,6.38,17.07,12.1,26.68,4.67,0.83,29.04,0.83,1.15,0.68,0.54,72.52,0.84,245.99,35.65
6/20/2022 1:00,26.5,123.45,16.06,18.55,21.42,33.84,4.7,0.95,16.62,1.16,1.18,0.55,0.54,76.32,0.67,240.94,32.17
6/20/2022 2:00,27.3,146.38,14.76,20.47,21.37,24.88,5.17,0.97,16.76,1.59,1.93,0.55,0.54,78.83,0.44,237.8,33.35
6/20/2022 3:00,35.22,137.3,12.52,20.31,19.39,20.37,5.0,1.13,30.94,1.39,1.44,0.55,0.54,79.22,0.74,254.61,39.3
6/20/2022 4:00,75.75,135.25,10.15,13.56,14.18,31.36,5.77,1.23,20.34,1.19,0.79,0.55,0.54,80.3,0.22,257.59,34.53
6/20/2022 5:00,95.62,112.7,11.1,18.06,17.08,37.69,6.35,1.39,10.62,1.02,1.19,0.55,0.54,82.22,0.37,240.9,42.52
6/20/2022 6:00,75.02,113.4,21.74,25.08,29.46,17.8,7.67,0.42,26.43,1.26,1.27,0.55,0.54,81.45,0.14,62.72,97.5
6/20/2022 7:00,40.88807692307692,122.7332,21.07,28.28,30.58,13.3,8.35,0.06,24.33,1.24,1.37,0.55,0.54,75.92,0.45,261.05,198.65
6/20/2022 8:00,83.52,132.0,18.24,28.52,28.3,41.8,5.2,0.12,43.92,1.25,0.92,0.55,0.54,68.69,0.31,138.55,443.55
6/20/2022 9:00,54.3,131.88,11.79,25.7,20.99,134.89,4.53,0.12,59.56,0.92,1.08,0.55,0.54,61.97,0.54,181.44,513.88
6/20/2022 10:00,38.98,127.32,12.97,20.42,19.41,124.67,6.9,0.99,65.21,0.93,1.02,0.55,0.54,58.43,1.2,235.45,499.48
6/20/2022 11:00,27.3,141.83,15.03,23.42,22.27,116.77,6.78,0.94,83.88,0.96,1.35,0.55,0.54,53.42,1.14,209.02,818.0
6/20/2022 12:00,26.2,146.38,8.49,17.93,14.59,87.66,5.07,0.69,35.91,0.72,1.29,0.55,0.54,48.54,1.04,234.25,630.42
6/20/2022 13:00,22.35,137.6,4.23,12.99,7.26,38.99,4.53,0.79,34.9,0.62,2.59,0.55,0.54,50.0,1.13,231.67,312.48
6/20/2022 14:00,19.62,132.4,20.9,23.8,28.32,61.98,7.47,0.43,43.42,0.61,1.39,0.55,0.54,48.94,0.87,233.84,209.02
6/20/2022 15:00,72.7,130.2,23.45,24.21,30.2,121.47,8.15,0.46,50.13,0.61,2.46,0.55,0.54,48.06,0.71,256.55,230.68
6/20/2022 16:00,47.6,132.7,15.49,19.78,21.4,124.12,5.8,0.45,65.43,1.4,3.54,0.55,0.54,41.84,0.75,257.0,227.48
6/20/2022 17:00,36.65,138.93,4.0,10.68,6.85,38.86,4.32,0.64,64.56,0.91,5.1,0.55,0.54,39.91,0.5,195.52,125.5
6/20/2022 18:00,57.65,141.5,14.13,15.73,18.62,36.64,5.7,0.97,57.36,2.65,8.47,0.92,0.54,41.26,0.24,201.43,56.95
6/20/2022 19:00,75.4,175.02,29.54,26.61,36.68,59.64,7.07,0.94,46.01,3.43,10.48,2.32,3.64,44.7,0.24,155.42,43.02
6/20/2022 20:00,73.12,213.27,19.88,19.54,24.92,36.13,6.03,1.04,29.97,2.6,7.0,4.06,0.66,46.28,0.2,154.86,42.08
6/20/2022 21:00,49.47,233.35,11.32,25.19,20.66,31.9,5.75,1.04,15.18,3.44,8.37,3.59,2.48,47.44,0.45,167.29,42.2
6/20/2022 22:00,37.22,243.73,15.64,18.57,20.87,34.44,6.83,1.1,9.6,3.31,8.12,2.99,3.94,50.86,0.43,169.33,42.15
6/20/2022 23:00,31.7,209.1,10.64,21.38,17.2,29.86,7.33,0.96,27.6,3.05,6.56,3.62,1.62,55.71,0.51,170.62,42.27
6/21/2022 0:00,26.45,179.68,4.74,11.66,8.14,28.68,5.8,1.02,23.51,1.68,4.12,2.09,0.58,61.24,0.5,188.62,36.15
6/21/2022 1:00,23.18,169.62,11.46,14.84,16.06,30.29,6.25,0.92,17.33,1.87,3.11,1.03,0.54,64.19,0.36,187.61,37.25
6/21/2022 2:00,46.716800000000006,153.54125,12.2,17.62,18.06,29.57,8.77,0.87,23.68,0.64,2.4,0.55,0.54,65.3,0.37,177.74,36.15
6/21/2022 3:00,128.18,141.48,11.2,18.77,17.9,27.48,8.35,0.83,32.45,0.61,1.79,0.55,0.54,66.35,0.38,168.64,35.92
6/21/2022 4:00,79.55,133.5,10.56,16.06,15.83,24.77,5.9,1.85,30.09,1.24,1.57,0.55,0.54,66.79,0.43,116.19,35.72
6/21/2022 5:00,64.55,127.43,9.91,18.3,16.42,25.84,5.52,2.21,29.41,1.27,1.98,0.84,0.54,66.68,0.55,125.02,44.22
6/21/2022 6:00,53.95,129.5,13.68,16.32,18.52,27.33,4.1,0.94,25.08,2.02,2.58,0.58,0.54,65.61,0.42,155.22,90.82
6/21/2022 7:00,40.5,127.82,12.28,17.77,18.25,26.72,3.98,0.95,26.78,2.22,2.6,0.55,0.54,63.9,0.64,153.04,156.0
6/21/2022 8:00,28.78,139.62,11.22,18.15,17.6,26.28,3.9,0.94,33.29,2.11,2.16,0.55,0.54,58.93,0.44,170.8,297.2
6/21/2022 9:00,58.8,143.98,12.08,15.3,16.8,26.48,4.32,0.95,37.13,0.94,2.05,0.55,0.54,54.08,1.19,197.44,260.15
6/21/2022 10:00,39.95,138.6,20.07,22.4,26.9,33.94,6.3,0.53,31.68,1.65,3.25,0.55,0.54,58.95,2.22,247.78,124.8
6/21/2022 11:00,59.27,144.17,22.52,24.14,29.57,56.91,7.4,0.31,29.28,2.09,3.16,0.87,0.54,60.66,0.7,139.97,176.15
6/21/2022 12:00,53.9,135.6,3.62,9.39,6.45,72.4,4.63,0.68,42.89,2.72,4.85,0.84,0.86,59.59,1.02,35.92,561.87
6/21/2022 13:00,37.6,132.12,9.66,16.0,15.15,45.5352,4.28,0.75,64.65,3.18,4.88,1.25,0.93,52.39,0.74,38.76,845.92
6/21/2022 14:00,29.17,136.48,11.57,17.13,17.35,43.78,5.07,0.91,70.78,2.92,4.38,0.86,0.54,45.53,0.94,110.58,709.75
6/21/2022 15:00,22.95,131.98,25.58,22.06,31.17,43.98826086956522,5.25,0.72,55.49,0.95,3.28,0.55,0.54,41.88,1.27,124.02,374.3
6/21/2022 16:00,38.58,121.2,25.52,25.21,32.42,43.17045454545455,4.53,0.52,60.78,0.61,2.06,0.55,0.54,41.34,0.96,123.12,243.15
6/21/2022 17:00,28.4,115.7,5.58,12.88,8.91,39.441904761904766,2.68,0.61,63.5,0.86,2.77,0.55,0.54,43.91,1.18,119.21,106.02
6/21/2022 18:00,25.95,115.02,25.55,24.47,32.17,35.208000000000006,5.53,0.71,54.97,1.6,3.16,0.55,0.54,48.46,1.08,116.22,61.28
